Type,Region,Price,Distance_from_CBD,Rooms,Bathroom,Car_Spot,Schooling_Facilities
0,6,826000.0,10.8,2,1.0,2.0,229.0
0,6,720000.0,10.8,4,1.0,0.0,229.0
0,6,600000.0,10.8,3,1.0,0.0,229.0
0,6,610000.0,10.8,4,2.0,1.0,229.0
0,6,610000.0,10.8,3,1.0,0.0,229.0
0,6,696000.0,10.8,3,1.0,0.0,229.0
0,6,660000.0,10.8,2,1.0,1.0,229.0
1,6,579000.0,10.8,3,2.0,1.0,229.0
0,6,856500.0,10.8,4,2.0,2.0,229.0
1,6,380000.0,10.8,2,1.0,0.0,229.0
0,6,510000.0,10.8,3,1.0,2.0,229.0
1,6,536000.0,10.8,3,1.0,0.0,229.0
0,6,765000.0,10.8,3,1.0,1.0,229.0
1,6,475000.0,10.8,2,1.0,1.0,229.0
0,6,550000.0,10.8,4,2.0,1.0,229.0
1,6,505000.0,10.8,3,2.0,2.0,229.0
0,6,495000.0,10.8,3,1.0,1.0,229.0
0,6,680000.0,10.8,3,1.0,1.0,229.0
0,6,565000.0,10.8,3,2.0,1.0,229.0
0,6,697500.0,10.8,3,2.0,1.0,229.0
0,5,1550000.0,11.2,3,2.0,2.0,191.0
0,5,1635000.0,11.2,3,1.0,2.0,191.0
0,5,1830000.0,11.2,4,2.0,2.0,191.0
1,5,1300000.0,11.2,3,2.0,0.0,191.0
0,5,2290000.0,11.2,4,3.0,2.0,191.0
2,5,536000.0,11.2,2,1.0,2.0,191.0
0,5,2290000.0,11.2,4,3.0,2.0,191.0
0,5,2290000.0,11.2,4,3.0,2.0,191.0
0,5,1975000.0,11.2,3,1.0,2.0,191.0
2,5,1300000.0,11.2,2,2.0,1.0,191.0
0,5,1390000.0,11.2,3,1.0,2.0,191.0
0,5,2290000.0,11.2,4,3.0,2.0,191.0
0,5,2290000.0,11.2,4,3.0,1.0,191.0
2,5,1300000.0,11.2,2,2.0,2.0,191.0
1,5,1725000.0,11.2,3,2.0,2.0,191.0
0,5,2266000.0,11.2,3,2.0,2.0,191.0
0,5,2290000.0,11.2,4,1.0,2.0,191.0
0,5,2100000.0,11.2,3,2.0,2.0,191.0
0,5,2290000.0,11.2,6,3.0,3.0,191.0
2,5,760000.0,11.2,2,2.0,0.0,191.0
2,5,800000.0,11.2,2,1.0,1.0,191.0
1,5,1750000.0,11.2,3,2.0,2.0,191.0
0,5,1761000.0,11.2,4,2.0,3.0,191.0
0,5,2290000.0,11.2,3,2.0,3.0,191.0
0,5,1302500.0,11.2,3,2.0,2.0,191.0
0,5,1900000.0,11.2,3,0.0,0.0,191.0
0,5,2290000.0,11.2,5,3.0,1.0,191.0
2,5,892500.0,11.2,2,1.0,2.0,191.0
0,5,2145000.0,11.2,4,2.0,1.0,191.0
0,5,2290000.0,11.2,5,2.0,2.0,191.0
1,5,2290000.0,11.2,4,2.0,0.0,191.0
0,5,1910000.0,11.2,2,2.0,4.0,191.0
1,5,1850000.0,11.2,3,2.0,2.0,191.0
1,5,1067000.0,11.2,3,0.0,1.0,191.0
0,5,1865000.0,11.2,3,2.0,2.0,191.0
2,5,620000.0,11.2,2,2.0,1.0,191.0
2,5,985000.0,11.2,2,1.0,1.0,191.0
1,5,1475000.0,11.2,3,2.0,2.0,191.0
0,5,502000.0,11.2,2,2.0,0.0,191.0
2,5,700000.0,11.2,2,1.0,1.0,191.0
0,5,2290000.0,11.2,3,2.0,2.0,191.0
2,5,590000.0,11.2,2,1.0,1.0,191.0
0,5,1650000.0,11.2,3,2.0,2.0,191.0
0,5,1562500.0,11.2,5,2.0,2.0,191.0
0,5,2050000.0,11.2,3,3.0,2.0,191.0
0,5,2290000.0,11.2,4,3.0,5.0,191.0
1,5,960000.0,11.2,2,1.0,2.0,191.0
0,5,752000.0,11.2,2,2.0,0.0,191.0
2,5,833000.0,11.2,2,2.0,0.0,191.0
0,5,2290000.0,11.2,4,3.0,2.0,191.0
0,5,2290000.0,11.2,4,3.0,3.0,191.0
0,5,1775000.0,11.2,1,2.0,0.0,191.0
2,5,1602000.0,11.2,3,2.0,2.0,191.0
2,5,1300000.0,11.2,2,2.0,2.0,191.0
2,5,1100000.0,11.2,2,1.0,2.0,191.0
0,5,1650000.0,11.2,3,2.0,1.0,191.0
0,5,1102000.0,11.2,2,1.0,2.0,191.0
2,5,575000.0,11.2,2,1.0,1.0,191.0
0,5,1570000.0,11.2,2,1.0,0.0,191.0
1,5,1411000.0,11.2,3,2.0,2.0,191.0
2,5,1500000.0,11.2,3,2.0,0.0,191.0
0,5,2290000.0,11.2,5,3.0,2.0,191.0
0,5,1785000.0,11.2,3,2.0,1.0,191.0
0,5,1550000.0,11.2,2,2.0,2.0,191.0
0,5,1875000.0,11.2,3,2.0,2.0,191.0
0,5,2290000.0,11.2,4,2.0,2.0,191.0
2,5,1266000.0,11.2,3,1.0,2.0,191.0
2,5,826000.0,11.2,3,1.0,2.0,191.0
0,5,2290000.0,11.2,5,3.0,2.0,191.0
2,5,900000.0,11.2,2,2.0,1.0,191.0
1,5,1962000.0,11.2,3,2.0,2.0,191.0
0,5,2290000.0,11.2,4,3.0,2.0,191.0
0,5,1205000.0,11.2,3,2.0,0.0,191.0
2,5,375000.0,11.2,1,1.0,1.0,191.0
2,5,756000.0,11.2,2,1.0,1.0,191.0
2,5,800000.0,11.2,2,1.0,1.0,191.0
0,5,2290000.0,11.2,4,2.0,0.0,191.0
0,5,1036000.0,11.2,2,2.0,0.0,191.0
0,5,2100000.0,11.2,5,3.5,2.0,191.0
0,5,1500000.0,11.2,3,2.0,1.0,191.0
2,5,905500.0,11.2,2,1.0,1.0,191.0
0,5,1811000.0,11.2,3,2.0,0.0,191.0
0,5,2290000.0,11.2,3,2.0,2.0,191.0
0,5,2275000.0,11.2,3,2.0,1.0,191.0
0,5,1385000.0,11.2,3,1.0,2.0,191.0
0,5,1601000.0,11.2,2,1.0,1.0,191.0
0,5,2020000.0,11.2,3,3.5,2.0,191.0
1,5,1762000.0,11.2,3,2.0,2.0,191.0
0,5,2290000.0,11.2,3,3.0,2.0,191.0
2,5,858000.0,11.2,2,1.0,1.0,191.0
1,5,1427000.0,11.2,3,2.0,1.0,191.0
1,5,2290000.0,11.2,3,3.0,2.0,191.0
0,5,2290000.0,11.2,4,2.0,4.0,191.0
0,5,2290000.0,11.2,4,2.0,0.0,191.0
0,5,2100000.0,11.2,3,2.0,0.0,191.0
0,5,2290000.0,11.2,5,3.0,4.0,191.0
0,5,1750000.0,11.2,3,2.0,0.0,191.0
0,5,1410000.0,11.2,3,1.0,1.0,191.0
0,5,2290000.0,11.2,4,2.0,2.0,191.0
0,5,2290000.0,11.2,4,2.0,2.0,191.0
0,5,2290000.0,11.2,4,2.0,0.0,191.0
2,5,810000.0,11.2,2,2.0,0.0,191.0
2,5,1005000.0,11.2,3,1.0,1.0,191.0
0,5,2290000.0,11.2,4,2.0,2.0,191.0
2,5,1260000.0,11.2,2,2.0,0.0,191.0
2,5,1110000.0,11.2,2,2.0,0.0,191.0
0,5,2290000.0,11.2,5,2.0,0.0,191.0
2,5,610000.0,11.2,2,1.0,1.0,191.0
2,5,880000.0,11.2,3,1.0,1.0,191.0
2,5,737000.0,11.2,2,1.0,1.0,191.0
0,5,1532000.0,11.2,2,1.0,2.0,191.0
2,5,1250000.0,11.2,3,2.0,0.0,191.0
2,5,835000.0,11.2,3,2.0,1.0,191.0
2,5,650000.0,11.2,2,2.0,0.0,191.0
0,5,2290000.0,11.2,3,2.0,2.0,191.0
0,5,2000000.0,11.2,4,2.0,2.0,191.0
1,5,1230000.0,11.2,2,2.0,2.0,191.0
0,5,2290000.0,11.2,3,2.0,2.0,191.0
1,5,1037000.0,11.2,2,1.0,2.0,191.0
0,5,2290000.0,11.2,4,3.5,2.0,191.0
1,5,1630000.0,11.2,4,2.0,2.0,191.0
0,5,1701000.0,11.2,2,1.0,2.0,191.0
2,5,760000.0,11.2,2,1.0,2.0,191.0
0,5,2290000.0,11.2,4,2.0,2.0,191.0
0,5,2290000.0,11.2,4,2.0,0.0,191.0
0,5,2290000.0,11.2,4,2.0,0.0,191.0
2,5,567800.0,11.2,2,2.0,0.0,191.0
2,5,850000.0,11.2,2,1.0,1.0,191.0
0,5,1550000.0,11.2,3,2.0,0.0,191.0
2,5,671000.0,11.2,1,1.0,1.0,191.0
1,5,2250000.0,11.2,4,2.0,2.0,191.0
0,5,2290000.0,11.2,3,2.0,0.0,191.0
0,5,2290000.0,11.2,3,1.0,1.0,191.0
2,5,1620000.0,11.2,3,2.0,2.0,191.0
0,5,2290000.0,11.2,4,2.0,0.0,191.0
0,5,2290000.0,11.2,3,2.0,0.0,191.0
0,5,2290000.0,11.2,4,2.0,2.0,191.0
0,5,2290000.0,11.2,5,3.0,2.0,191.0
2,5,821000.0,11.2,2,2.0,0.0,191.0
1,5,1425000.0,11.2,3,2.0,2.0,191.0
0,5,2290000.0,11.2,4,1.0,2.0,191.0
2,5,1352500.0,11.2,3,2.0,1.0,191.0
0,5,2030000.0,11.2,3,2.0,2.0,191.0
0,5,2290000.0,11.2,5,2.0,2.0,191.0
0,5,1171000.0,11.2,3,2.0,2.0,191.0
1,5,1400000.0,11.2,2,2.0,1.0,191.0
2,5,940000.0,11.2,2,2.0,0.0,191.0
0,5,1600000.0,11.2,3,2.0,2.0,191.0
0,5,1500000.0,11.2,4,2.0,1.0,191.0
2,5,920000.0,11.2,3,2.0,0.0,191.0
0,5,1940000.0,10.7,4,2.0,2.0,191.0
0,5,1850000.0,10.7,4,2.0,2.0,191.0
0,5,1060000.0,10.7,2,2.0,0.0,191.0
0,5,930000.0,10.7,3,1.0,1.0,191.0
0,5,1952000.0,10.7,5,2.0,0.0,191.0
1,5,1525000.0,10.7,4,2.0,0.0,191.0
0,5,1310000.0,10.7,4,3.0,2.0,191.0
2,5,1465000.0,10.7,3,2.0,0.0,191.0
0,5,1250000.0,10.7,2,1.0,2.0,191.0
0,5,2290000.0,10.7,4,2.0,2.0,191.0
2,5,700000.0,10.7,2,1.0,1.0,191.0
2,5,750000.0,10.7,2,1.0,3.0,191.0
1,5,1302500.0,10.7,3,2.0,2.0,191.0
0,5,1445000.0,10.7,2,1.0,1.0,191.0
1,5,1350000.0,10.7,4,2.0,0.0,191.0
0,5,1840000.0,10.7,4,2.0,0.0,191.0
0,5,980000.0,10.7,2,1.0,1.0,191.0
0,5,1495000.0,10.7,4,2.0,2.0,191.0
0,5,1825000.0,10.7,4,3.0,2.0,191.0
0,5,1700000.0,10.7,5,2.0,1.0,191.0
0,5,1400000.0,10.7,5,3.0,4.0,191.0
0,5,1075000.0,10.7,3,2.0,2.0,191.0
0,5,1860000.0,10.7,3,2.0,2.0,191.0
0,5,1500000.0,10.7,3,2.0,2.0,191.0
1,5,870000.0,10.7,3,2.0,2.0,191.0
0,5,2000000.0,10.7,4,2.0,2.0,191.0
0,5,1400000.0,10.7,3,1.0,3.0,191.0
0,5,1300000.0,10.7,3,2.0,3.0,191.0
0,5,1600000.0,10.7,5,2.0,2.0,191.0
0,5,1780000.0,10.7,2,3.0,2.0,191.0
0,5,1200000.0,10.7,5,2.0,5.0,191.0
1,5,770000.0,10.7,2,2.0,0.0,191.0
1,5,1425000.0,10.7,4,2.0,0.0,191.0
2,5,775000.0,10.7,2,1.0,1.0,191.0
0,5,1480000.0,10.7,3,2.0,2.0,191.0
0,5,2290000.0,10.7,5,3.5,2.0,191.0
0,5,1590000.0,10.7,3,3.0,2.0,191.0
0,5,2290000.0,10.7,4,2.0,2.0,191.0
0,5,1580000.0,10.7,3,2.0,2.0,191.0
1,5,1100000.0,10.7,4,3.0,2.0,191.0
0,5,1000000.0,10.7,2,1.0,2.0,191.0
0,5,2290000.0,10.7,5,3.0,2.0,191.0
0,5,1700000.0,10.7,4,3.0,4.0,191.0
0,5,1405000.0,10.7,3,1.0,1.0,191.0
0,5,1290000.0,10.7,3,1.0,2.0,191.0
0,5,2290000.0,10.7,5,3.5,3.0,191.0
2,5,880000.0,10.7,3,2.0,2.0,191.0
0,5,1920000.0,10.7,4,1.0,1.0,191.0
0,5,1301000.0,10.7,3,2.0,2.0,191.0
1,5,2290000.0,10.7,4,3.0,2.0,191.0
0,5,1800000.0,10.7,4,2.0,0.0,191.0
1,5,1450000.0,10.7,3,2.0,0.0,191.0
0,5,2290000.0,10.7,5,3.0,2.0,191.0
0,5,1915000.0,10.7,5,2.0,0.0,191.0
2,5,755000.0,10.7,2,2.0,0.0,191.0
0,5,1650000.0,10.7,4,3.0,2.0,191.0
0,5,1460000.0,10.7,3,2.0,0.0,191.0
0,5,1760000.0,10.7,4,2.0,0.0,191.0
0,5,1600000.0,10.7,4,2.0,0.0,191.0
0,5,1530000.0,10.7,4,2.0,1.0,191.0
0,5,805000.0,10.7,2,1.0,2.0,191.0
0,5,930000.0,10.7,3,2.0,0.0,191.0
0,5,805000.0,10.7,3,2.0,0.0,191.0
1,5,1090000.0,10.7,2,2.0,0.0,191.0
0,5,2050000.0,10.7,4,2.0,4.0,191.0
0,5,2290000.0,10.7,5,3.0,2.0,191.0
2,5,905000.0,10.7,2,1.0,2.0,191.0
0,5,1355000.0,10.7,3,1.0,2.0,191.0
0,5,1845000.0,10.7,2,1.0,2.0,191.0
0,5,2110000.0,10.7,4,2.0,0.0,191.0
0,5,1760000.0,10.7,5,3.0,2.0,191.0
0,5,2290000.0,10.7,4,2.0,0.0,191.0
0,5,2050000.0,10.7,5,3.0,3.0,191.0
0,5,1620000.0,10.7,3,2.0,4.0,191.0
0,5,2127000.0,10.7,4,2.0,0.0,191.0
1,5,940000.0,10.7,3,2.0,3.0,191.0
0,5,1710000.0,10.7,3,3.0,2.0,191.0
0,5,1800000.0,10.7,3,1.0,1.0,191.0
0,5,1706000.0,10.7,4,3.0,2.0,191.0
1,5,1300000.0,10.7,3,2.0,2.0,191.0
0,5,2290000.0,10.7,4,2.0,0.0,191.0
0,5,1845000.0,10.7,3,2.0,0.0,191.0
2,5,770000.0,10.7,2,1.0,2.0,191.0
0,5,2200000.0,10.7,4,2.0,2.0,191.0
0,5,2290000.0,10.7,4,2.0,0.0,191.0
0,5,1912500.0,10.7,3,2.0,0.0,191.0
0,5,1655000.0,10.7,4,2.0,0.0,191.0
0,5,1800000.0,10.7,3,2.0,0.0,191.0
0,5,2290000.0,10.7,4,2.0,0.0,191.0
0,5,1400000.0,10.7,3,2.0,2.0,191.0
0,5,900000.0,10.7,3,2.0,2.0,191.0
0,5,2150000.0,10.7,4,3.0,2.0,191.0
0,5,1725000.0,10.7,4,3.0,2.0,191.0
0,5,1755000.0,10.7,4,2.0,2.0,191.0
0,5,1200000.0,10.7,4,2.0,0.0,191.0
0,5,1650000.0,10.7,4,2.0,4.0,191.0
0,5,1720000.0,10.7,4,2.0,2.0,191.0
0,5,2290000.0,10.7,5,2.0,0.0,191.0
0,5,1815000.0,10.7,4,2.0,2.0,191.0
0,5,1450000.0,10.7,5,3.0,2.0,191.0
1,5,681000.0,10.7,1,1.0,1.0,191.0
1,5,1511000.0,10.7,3,2.0,2.0,191.0
0,5,1310000.0,10.7,2,3.0,2.0,191.0
1,5,1580000.0,10.7,3,2.0,0.0,191.0
2,5,340000.0,10.7,1,1.0,1.0,191.0
0,5,1537000.0,10.7,3,2.0,2.0,191.0
0,5,1100000.0,10.7,3,1.0,1.0,191.0
0,5,994000.0,10.7,2,2.0,2.0,191.0
1,5,2160000.0,10.7,4,2.0,0.0,191.0
0,5,1447000.0,10.7,4,1.0,2.0,191.0
2,5,692000.0,10.7,2,1.0,1.0,191.0
1,5,1367000.0,10.7,4,2.0,2.0,191.0
0,5,1550000.0,10.7,4,2.0,0.0,191.0
1,5,1470000.0,10.7,3,2.0,0.0,191.0
2,5,903000.0,10.7,2,1.0,1.0,191.0
0,5,2290000.0,10.7,4,3.5,4.0,191.0
1,5,1185000.0,10.7,3,2.0,0.0,191.0
0,5,1813000.0,10.7,2,1.0,2.0,191.0
0,5,2175000.0,10.7,4,2.0,0.0,191.0
0,5,1655000.0,10.7,5,2.0,2.0,191.0
0,5,2160000.0,10.7,4,2.0,0.0,191.0
1,5,1230000.0,10.7,3,2.0,2.0,191.0
0,5,1389000.0,10.7,4,1.0,2.0,191.0
2,5,750000.0,10.7,2,1.0,1.0,191.0
2,5,1245000.0,10.7,3,2.0,1.0,191.0
0,5,2290000.0,10.7,4,2.0,2.0,191.0
1,5,1420000.0,10.7,3,2.0,2.0,191.0
2,5,563000.0,10.7,2,1.0,1.0,191.0
1,5,1014000.0,10.7,2,1.0,1.0,191.0
2,2,428000.0,5.2,2,1.0,2.0,239.0
0,2,1026000.0,5.2,2,1.0,0.0,239.0
0,2,1802500.0,5.2,4,3.0,1.0,239.0
0,2,1500000.0,5.2,4,3.0,1.0,239.0
1,2,665000.0,5.2,2,1.0,0.0,239.0
2,2,570000.0,5.2,2,1.0,0.0,239.0
0,2,1330000.0,5.2,4,1.0,0.0,239.0
0,2,2230000.0,5.2,4,2.0,3.0,239.0
0,2,1050000.0,5.2,3,1.0,2.0,239.0
2,2,410000.0,5.2,2,1.0,1.0,239.0
2,2,272500.0,5.2,1,1.0,1.0,239.0
0,2,680000.0,5.2,3,3.0,1.0,239.0
1,2,677000.0,5.2,2,1.0,0.0,239.0
2,2,400000.0,5.2,2,1.0,1.0,239.0
0,2,950000.0,5.2,3,1.0,0.0,239.0
0,2,1310000.0,5.2,3,2.0,2.0,239.0
1,2,860000.0,5.2,4,2.0,1.0,239.0
0,2,845500.0,5.2,2,1.0,1.0,239.0
0,2,860000.0,5.2,2,1.0,1.0,239.0
1,2,605000.0,5.2,2,1.0,1.0,239.0
0,2,1055000.0,5.2,3,1.0,1.0,239.0
2,2,445000.0,5.2,2,1.0,1.0,239.0
2,2,659500.0,5.2,2,1.0,1.0,239.0
2,2,600000.0,5.2,2,1.0,1.0,239.0
2,2,627000.0,5.2,3,2.0,2.0,239.0
0,2,1450000.0,5.2,4,2.0,2.0,239.0
0,2,990000.0,5.2,3,1.0,2.0,239.0
0,2,1115000.0,5.2,4,1.0,0.0,239.0
0,2,981000.0,5.2,3,1.0,0.0,239.0
0,2,1125000.0,5.2,3,1.0,1.0,239.0
0,2,855000.0,5.2,3,1.0,1.0,239.0
0,2,910000.0,5.2,3,1.0,1.0,239.0
2,2,430000.0,5.2,2,1.0,0.0,239.0
1,2,940000.0,5.2,3,2.0,1.0,239.0
0,2,1100000.0,5.2,2,1.0,0.0,239.0
1,2,750000.0,5.2,2,2.0,1.0,239.0
0,2,1056000.0,5.2,2,1.0,1.0,239.0
0,2,1045000.0,5.2,3,1.0,0.0,239.0
1,2,620000.0,5.2,2,2.0,1.0,239.0
2,2,605000.0,5.2,2,1.0,0.0,239.0
2,2,880000.0,5.2,3,2.0,1.0,239.0
0,2,1222500.0,5.2,3,1.0,0.0,239.0
0,2,810000.0,5.2,3,2.0,3.0,239.0
2,2,764000.0,5.2,2,1.0,0.0,239.0
0,2,1105000.0,5.2,2,1.0,1.0,239.0
0,2,1260000.0,5.2,2,1.0,1.0,239.0
1,2,955000.0,5.2,3,2.0,2.0,239.0
1,2,895000.0,5.2,1,1.0,0.0,239.0
0,2,1094000.0,5.2,2,1.0,2.0,239.0
0,2,1135000.0,5.2,3,1.0,1.0,239.0
0,2,792000.0,5.2,2,1.0,1.0,239.0
0,2,906500.0,5.2,2,1.0,0.0,239.0
2,2,587000.0,5.2,2,1.0,1.0,239.0
0,2,1060000.0,5.2,3,1.0,0.0,239.0
0,2,840000.0,5.2,2,1.0,1.0,239.0
2,2,450000.0,5.2,2,1.0,0.0,239.0
0,2,890000.0,5.2,2,1.0,1.0,239.0
0,2,1358000.0,5.2,4,1.0,1.0,239.0
0,2,840000.0,5.2,3,1.0,0.0,239.0
1,2,685000.0,5.2,2,2.0,1.0,239.0
2,2,600000.0,5.2,2,1.0,1.0,239.0
2,2,940000.0,5.2,3,1.0,0.0,239.0
0,2,905000.0,5.2,3,1.0,1.0,239.0
0,2,976000.0,5.2,3,2.0,1.0,239.0
1,2,641000.0,5.2,3,2.0,1.0,239.0
0,2,770000.0,5.2,2,1.0,0.0,239.0
2,2,279500.0,5.2,1,1.0,1.0,239.0
0,2,1800000.0,5.2,4,2.0,3.0,239.0
0,2,1350000.0,5.2,4,1.0,1.0,239.0
0,2,1320000.0,5.2,4,2.0,1.0,239.0
0,2,825000.0,5.2,3,1.0,1.0,239.0
0,2,860000.0,5.2,2,1.0,2.0,239.0
0,2,830000.0,5.2,2,1.0,1.0,239.0
0,2,936000.0,5.2,2,1.0,2.0,239.0
0,2,1261000.0,5.2,3,1.0,1.0,239.0
0,2,1045000.0,5.2,3,1.0,2.0,239.0
2,2,1044000.0,5.2,3,1.0,1.0,239.0
0,2,1050000.0,5.2,3,1.0,1.0,239.0
0,2,1691500.0,5.2,3,2.0,3.0,239.0
0,2,1075000.0,5.2,2,1.0,0.0,239.0
2,2,620000.0,5.2,2,1.0,1.0,239.0
2,2,501000.0,5.2,2,1.0,1.0,239.0
0,2,1260000.0,5.2,3,1.0,5.0,239.0
0,2,1276000.0,5.2,3,1.0,0.0,239.0
0,2,1650000.0,5.2,3,1.0,2.0,239.0
0,2,1060000.0,5.2,2,1.0,0.0,239.0
2,2,601000.0,5.2,2,1.0,1.0,239.0
0,2,800000.0,5.2,1,1.0,4.0,239.0
0,2,1015000.0,5.2,2,1.0,0.0,239.0
0,2,1410000.0,5.2,3,1.0,1.0,239.0
1,2,625000.0,5.2,1,1.0,1.0,239.0
0,2,1700000.0,5.2,3,2.0,1.0,239.0
1,2,815000.0,5.2,3,2.0,1.0,239.0
2,2,435000.0,5.2,2,1.0,1.0,239.0
0,2,890000.0,5.2,2,1.0,1.0,239.0
0,2,1815000.0,5.2,3,1.0,3.0,239.0
0,2,2290000.0,5.2,5,2.0,2.0,239.0
0,2,860000.0,5.2,2,1.0,1.0,239.0
2,2,491000.0,5.2,2,1.0,1.0,239.0
0,2,990000.0,5.2,3,2.0,1.0,239.0
2,2,350000.0,5.2,2,1.0,1.0,239.0
0,2,871000.0,5.2,2,1.0,1.0,239.0
0,2,985000.0,5.2,3,1.0,2.0,239.0
0,2,1250000.0,5.2,3,1.0,1.0,239.0
0,2,542000.0,5.2,2,1.0,1.0,239.0
0,2,1395000.0,5.2,5,2.0,2.0,239.0
2,2,520000.0,5.2,2,1.0,0.0,239.0
0,2,860000.0,5.2,3,1.0,1.0,239.0
2,2,440000.0,5.2,1,1.0,1.0,239.0
0,2,860000.0,5.2,2,1.0,0.0,239.0
1,2,795000.0,5.2,3,1.0,0.0,239.0
1,2,815000.0,5.2,2,1.0,0.0,239.0
0,2,835000.0,5.2,3,1.0,0.0,239.0
0,2,705000.0,5.2,2,1.0,1.0,239.0
0,2,1050000.0,5.2,3,1.0,0.0,239.0
0,2,800000.0,5.2,2,1.0,0.0,239.0
0,2,880000.0,5.2,3,1.0,1.0,239.0
0,2,1000000.0,5.2,3,1.0,1.0,239.0
1,2,754000.0,5.2,2,2.0,1.0,239.0
0,2,916000.0,5.2,2,1.0,0.0,239.0
2,2,590000.0,5.2,2,1.0,1.0,239.0
2,2,575000.0,5.2,2,1.0,1.0,239.0
0,2,1020000.0,5.2,2,1.0,1.0,239.0
0,2,1510000.0,5.2,3,1.0,0.0,239.0
1,2,801000.0,5.2,2,2.0,1.0,239.0
1,2,820000.0,5.2,3,2.0,2.0,239.0
2,2,370000.0,5.2,1,1.0,1.0,239.0
0,2,1170000.0,5.2,3,1.0,0.0,239.0
0,2,1790000.0,5.2,4,1.0,1.0,239.0
1,2,640000.0,5.2,3,2.0,1.0,239.0
0,2,820000.0,5.2,4,1.0,0.0,239.0
0,2,1875000.0,5.2,4,2.0,2.0,239.0
0,2,1053000.0,5.2,3,1.0,1.0,239.0
1,2,800000.0,5.2,2,1.0,0.0,239.0
1,2,705000.0,5.2,3,1.0,1.0,239.0
2,2,240000.0,5.2,1,1.0,1.0,239.0
0,2,1175000.0,5.2,4,1.0,2.0,239.0
0,2,1150000.0,5.2,4,1.0,0.0,239.0
0,2,1217000.0,5.2,4,1.0,0.0,239.0
0,2,1020000.0,5.2,3,1.0,3.0,239.0
1,2,855000.0,5.2,3,1.0,0.0,239.0
2,2,1180000.0,5.2,2,1.0,1.0,239.0
0,2,1340000.0,5.2,3,1.0,1.0,239.0
1,2,822000.0,5.2,3,1.0,0.0,239.0
0,2,1410000.0,5.2,4,2.0,1.0,239.0
0,2,1550000.0,5.2,3,1.0,1.0,239.0
0,2,740000.0,5.2,3,2.0,1.0,239.0
0,2,947000.0,5.2,3,1.0,2.0,239.0
2,2,592500.0,5.2,2,1.0,2.0,239.0
0,2,1317000.0,5.2,3,1.0,1.0,239.0
2,2,370000.0,5.2,1,1.0,1.0,239.0
0,2,765000.0,5.2,2,1.0,1.0,239.0
2,2,410000.0,5.2,2,1.0,0.0,239.0
0,2,465000.0,5.2,2,1.0,0.0,239.0
1,2,810000.0,5.2,2,1.0,0.0,239.0
0,2,772000.0,5.2,1,1.0,1.0,239.0
0,2,1210000.0,5.2,3,2.0,1.0,239.0
0,2,1755000.0,5.2,4,2.0,1.0,239.0
2,2,691500.0,5.2,3,1.0,0.0,239.0
0,2,1073000.0,5.2,2,1.0,1.0,239.0
0,2,1080000.0,5.2,3,2.0,1.0,239.0
0,2,945000.0,5.2,2,1.0,2.0,239.0
0,2,755000.0,5.2,2,1.0,1.0,239.0
2,2,521500.0,5.9,2,1.0,1.0,239.0
2,2,320000.0,5.9,2,1.0,1.0,239.0
0,2,1190000.0,5.9,3,1.0,1.0,239.0
0,2,942000.0,5.9,3,1.0,0.0,239.0
2,2,471000.0,5.9,2,1.0,1.0,239.0
2,2,473000.0,5.9,2,1.0,2.0,239.0
0,2,1200000.0,5.9,3,1.0,1.0,239.0
0,2,930000.0,5.9,4,2.0,2.0,239.0
2,2,300000.0,5.9,1,1.0,0.0,239.0
2,2,265000.0,5.9,1,1.0,1.0,239.0
0,2,955000.0,5.9,3,1.0,0.0,239.0
0,2,1350000.0,5.9,5,2.0,2.0,239.0
1,2,380000.0,5.9,2,1.0,1.0,239.0
0,2,1400000.0,5.9,3,1.0,0.0,239.0
2,2,300000.0,5.9,1,1.0,0.0,239.0
0,2,810000.0,5.9,3,1.0,2.0,239.0
1,2,530000.0,5.9,2,1.0,0.0,239.0
2,2,380000.0,5.9,2,1.0,1.0,239.0
1,2,1195000.0,5.9,3,1.0,0.0,239.0
0,2,793000.0,5.9,3,1.0,0.0,239.0
2,2,400000.0,5.9,2,1.0,1.0,239.0
2,2,400500.0,5.9,2,1.0,1.0,239.0
1,2,797500.0,5.9,3,2.0,2.0,239.0
2,2,435000.0,5.9,2,1.0,1.0,239.0
0,2,989000.0,5.9,2,1.0,0.0,239.0
0,2,920000.0,5.9,3,1.0,2.0,239.0
2,2,450000.0,5.9,2,1.0,0.0,239.0
0,2,1172000.0,5.9,3,1.0,2.0,239.0
0,2,1300000.0,5.9,3,1.0,2.0,239.0
0,2,1330000.0,5.9,3,1.0,2.0,239.0
0,2,1245000.0,5.9,3,1.0,1.0,239.0
2,2,515000.0,5.9,2,1.0,0.0,239.0
0,2,900000.0,5.9,2,1.0,1.0,239.0
1,2,650000.0,5.9,3,1.0,0.0,239.0
0,2,1205000.0,5.9,7,3.0,1.0,239.0
1,2,775000.0,5.9,3,1.0,0.0,239.0
0,2,1095000.0,5.9,3,1.0,1.0,239.0
1,2,680000.0,5.9,2,1.0,1.0,239.0
0,2,711000.0,5.9,2,1.0,1.0,239.0
0,2,910000.0,5.9,2,1.0,4.0,239.0
0,2,1186000.0,5.9,3,1.0,3.0,239.0
2,2,500000.0,5.9,2,1.0,1.0,239.0
0,2,1005000.0,5.9,2,1.0,1.0,239.0
